   t         Theta F_0 0       Theta F_0 0.5       Theta F_0 1.2
 61.98   0.62831851328E+01   0.10456298635E+00   0.73579419191E+00
 62.01   0.62831851347E+01   0.86782884540E-01   0.71241630333E+00
 62.04   0.62831851368E+01   0.68968156775E-01   0.68826481509E+00
 62.07   0.62831851389E+01   0.51127538556E-01   0.66334930685E+00
 62.10   0.62831851412E+01   0.33269769741E-01   0.63768031153E+00
 62.13   0.62831851436E+01   0.15403584656E-01   0.61126932195E+00
 62.16   0.62831851461E+01   0.62807230095E+01   0.58412879481E+00
 62.19   0.62831851487E+01   0.62628661236E+01   0.55627215144E+00
 62.22   0.62831851514E+01   0.62450268935E+01   0.52771377542E+00
 62.25   0.62831851542E+01   0.62272139340E+01   0.49846900657E+00
 62.28   0.62831851571E+01   0.62094358065E+01   0.46855413132E+00
 62.31   0.62831851601E+01   0.61917010100E+01   0.43798636914E+00
 62.34   0.62831851632E+01   0.61740179717E+01   0.40678385506E+00
 62.37   0.62831851663E+01   0.61563950393E+01   0.37496561788E+00
 62.40   0.62831851696E+01   0.61388404718E+01   0.34255155430E+00
 62.43   0.62831851729E+01   0.61213624322E+01   0.30956239865E+00
 62.46   0.62831851763E+01   0.61039689797E+01   0.27601968836E+00
 62.49   0.62831851797E+01   0.60866680624E+01   0.24194572514E+00
 62.52   0.62831851832E+01   0.60694675104E+01   0.20736353193E+00
 62.55   0.62831851868E+01   0.60523750296E+01   0.17229680569E+00
 62.58   0.62831851905E+01   0.60353981953E+01   0.13676986631E+00
 62.61   0.62831851941E+01   0.60185444470E+01   0.10080760164E+00
 62.64   0.62831851979E+01   0.60018210827E+01   0.64435409099E-01
 62.67   0.62831852016E+01   0.59852352545E+01   0.27679133907E-01
 62.70   0.62831852055E+01   0.59687939646E+01   0.62737503117E+01
 62.73   0.62831852093E+01   0.59525040609E+01   0.62363048725E+01
 62.76   0.62831852132E+01   0.59363722338E+01   0.61985549144E+01
 62.79   0.62831852171E+01   0.59204050137E+01   0.61605274040E+01
 62.82   0.62831852210E+01   0.59046087680E+01   0.61222494105E+01
 62.85   0.62831852249E+01   0.58889896994E+01   0.60837480331E+01
 62.88   0.62831852289E+01   0.58735538445E+01   0.60450503268E+01
 62.91   0.62831852329E+01   0.58583070721E+01   0.60061832291E+01
 62.94   0.62831852369E+01   0.58432550832E+01   0.59671734870E+01
 62.97   0.62831852408E+01   0.58284034103E+01   0.59280475854E+01
 63.00   0.62831852448E+01   0.58137574175E+01   0.58888316766E+01
 63.03   0.62831852488E+01   0.57993223012E+01   0.58495515123E+01
 63.06   0.62831852528E+01   0.57851030911E+01   0.58102323782E+01
 63.09   0.62831852567E+01   0.57711046509E+01   0.57708990309E+01
 63.12   0.62831852607E+01   0.57573316805E+01   0.57315756385E+01
 63.15   0.62831852646E+01   0.57437887174E+01   0.56922857254E+01
 63.18   0.62831852685E+01   0.57304801391E+01   0.56530521198E+01
 63.21   0.62831852724E+01   0.57174101656E+01   0.56138969063E+01
 63.24   0.62831852762E+01   0.57045828620E+01   0.55748413830E+01
 63.27   0.62831852801E+01   0.56920021415E+01   0.55359060228E+01
 63.30   0.62831852839E+01   0.56796717685E+01   0.54971104398E+01
 63.33   0.62831852876E+01   0.56675953623E+01   0.54584733598E+01
 63.36   0.62831852913E+01   0.56557764000E+01   0.54200125970E+01
 63.39   0.62831852950E+01   0.56442182207E+01   0.53817450341E+01
 63.42   0.62831852987E+01   0.56329240294E+01   0.53436866084E+01
 63.45   0.62831853022E+01   0.56218969002E+01   0.53058523017E+01
 63.48   0.62831853058E+01   0.56111397812E+01   0.52682561356E+01
 63.51   0.20794033162E-08   0.56006554980E+01   0.52309111703E+01
 63.54   0.55105289221E-08   0.55904467580E+01   0.51938295087E+01
 63.57   0.88851521696E-08   0.55805161546E+01   0.51570223038E+01
 63.60   0.12201226696E-07   0.55708661711E+01   0.51204997699E+01
 63.63   0.15456535607E-07   0.55614991853E+01   0.50842711981E+01
 63.66   0.18649146227E-07   0.55524174733E+01   0.50483449739E+01
 63.69   0.21777069037E-07   0.55436232136E+01   0.50127285991E+01
 63.72   0.24838428203E-07   0.55351184911E+01   0.49774287151E+01
 63.75   0.27831575267E-07   0.55269053012E+01   0.49424511299E+01
 63.78   0.30754748082E-07   0.55189855535E+01   0.49078008461E+01
 63.81   0.33606411876E-07   0.55113610757E+01   0.48734820918E+01
 63.84   0.36385031876E-07   0.55040336170E+01   0.48394983523E+01
 63.87   0.39089243842E-07   0.54970048517E+01   0.48058524036E+01
 63.90   0.41717683530E-07   0.54902763827E+01   0.47725463465E+01
 63.93   0.44269157229E-07   0.54838497445E+01   0.47395816421E+01
 63.96   0.46742528070E-07   0.54777264062E+01   0.47069591476E+01
 63.99   0.49136716029E-07   0.54719077746E+01   0.46746791520E+01
 64.02   0.51450811611E-07   0.54663951966E+01   0.46427414127E+01
 64.05   0.53683848478E-07   0.54611899619E+01   0.46111451918E+01
 64.08   0.55835087664E-07   0.54562933051E+01   0.45798892920E+01
 64.11   0.57903790207E-07   0.54517064080E+01   0.45489720921E+01
 64.14   0.59889387671E-07   0.54474304013E+01   0.45183915825E+01
 64.17   0.61791254780E-07   0.54434663663E+01   0.44881453993E+01
 64.20   0.63609050471E-07   0.54398153364E+01   0.44582308582E+01
 64.23   0.65342263156E-07   0.54364782983E+01   0.44286449876E+01
 64.26   0.66990665459E-07   0.54334561928E+01   0.43993845601E+01
 64.29   0.68554086852E-07   0.54307499158E+01   0.43704461236E+01
 64.32   0.70032356803E-07   0.54283603187E+01   0.43418260314E+01
 64.35   0.71425418469E-07   0.54262882089E+01   0.43135204706E+01
 64.38   0.72733271850E-07   0.54245343494E+01   0.42855254899E+01
 64.41   0.73956087476E-07   0.54230994592E+01   0.42578370258E+01
 64.44   0.75093979035E-07   0.54219842125E+01   0.42304509280E+01
 64.47   0.76147230743E-07   0.54211892381E+01   0.42033629835E+01
 64.50   0.77116183661E-07   0.54207151187E+01   0.41765689391E+01
 64.53   0.78001122006E-07   0.54205623897E+01   0.41500645231E+01
 64.56   0.78802614212E-07   0.54207315379E+01   0.41238454660E+01
 64.59   0.79521171870E-07   0.54212229999E+01   0.40979075193E+01
 64.62   0.80157420257E-07   0.54220371606E+01   0.40722464742E+01
 64.65   0.80711927808E-07   0.54231743506E+01   0.40468581778E+01
 64.68   0.81185490330E-07   0.54246348448E+01   0.40217385496E+01
 64.71   0.81578903632E-07   0.54264188596E+01   0.39968835961E+01
 64.74   0.81892963522E-07   0.54285265501E+01   0.39722894246E+01
 64.77   0.82128636336E-07   0.54309580080E+01   0.39479522559E+01
 64.80   0.82286831571E-07   0.54337132579E+01   0.39238684364E+01
 64.83   0.82368572407E-07   0.54367922546E+01   0.39000344486E+01
 64.86   0.82374995714E-07   0.54401948798E+01   0.38764469216E+01
 64.89   0.82307181515E-07   0.54439209383E+01   0.38531026400E+01
 64.92   0.82166323523E-07   0.54479701548E+01   0.38299985520E+01
 64.95   0.81953615449E-07   0.54523421699E+01   0.38071317779E+01
 64.98   0.81670307850E-07   0.54570365365E+01   0.37844996160E+01
 65.01   0.81317821810E-07   0.54620527153E+01   0.37620995493E+01
 65.04   0.80897351040E-07   0.54673900712E+01   0.37399292510E+01
 65.07   0.80410430314E-07   0.54730478689E+01   0.37179865893E+01
 65.10   0.79858423874E-07   0.54790252686E+01   0.36962696316E+01
 65.13   0.79242866491E-07   0.54853213217E+01   0.36747766487E+01
 65.16   0.78565179251E-07   0.54919349664E+01   0.36535061173E+01
 65.19   0.77826953770E-07   0.54988650234E+01   0.36324567234E+01
 65.22   0.77029781664E-07   0.55061101912E+01   0.36116273643E+01
 65.25   0.76175197705E-07   0.55136690419E+01   0.35910171504E+01
 65.28   0.75264907196E-07   0.55215400165E+01   0.35706254065E+01
 65.31   0.74300501751E-07   0.55297214208E+01   0.35504516729E+01
 65.34   0.73283743518E-07   0.55382114206E+01   0.35304957064E+01
 65.37   0.72216224112E-07   0.55470080379E+01   0.35107574798E+01
 65.40   0.71099762522E-07   0.55561091462E+01   0.34912371826E+01
 65.43   0.69936064051E-07   0.55655124667E+01   0.34719352203E+01
 65.46   0.68726834002E-07   0.55752155640E+01   0.34528522138E+01
 65.49   0.67473948206E-07   0.55852158425E+01   0.34339889985E+01
 65.52   0.66179111968E-07   0.55955105425E+01   0.34153466233E+01
 65.55   0.64844087433E-07   0.56060967368E+01   0.33969263489E+01
 65.58   0.63470750433E-07   0.56169713271E+01   0.33787296462E+01
 65.61   0.62060919959E-07   0.56281310411E+01   0.33607581948E+01
 65.64   0.60616358155E-07   0.56395724296E+01   0.33430138803E+01
 65.67   0.59138940856E-07   0.56512918637E+01   0.33254987926E+01
 65.70   0.57630430206E-07   0.56632855325E+01   0.33082152231E+01
 65.73   0.56092702039E-07   0.56755494409E+01   0.32911656620E+01
 65.76   0.54527518500E-07   0.56880794081E+01   0.32743527958E+01
 65.79   0.52936755424E-07   0.57008710661E+01   0.32577795042E+01
 65.82   0.51322231798E-07   0.57139198581E+01   0.32414488567E+01
 65.85   0.49685709769E-07   0.57272210384E+01   0.32253641096E+01
 65.88   0.48029008326E-07   0.57407696718E+01   0.32095287024E+01
 65.91   0.46353946459E-07   0.57545606333E+01   0.31939462544E+01
 65.94   0.44662286314E-07   0.57685886092E+01   0.31786205610E+01
 65.97   0.42955846880E-07   0.57828480972E+01   0.31635555895E+01
 66.00   0.41236333459E-07   0.57973334079E+01   0.31487554758E+01
 66.03   0.39505451355E-07   0.58120386670E+01   0.31342245196E+01
 66.06   0.37765019556E-07   0.58269578165E+01   0.31199671811E+01
 66.09   0.36016686522E-07   0.58420846180E+01   0.31059880759E+01
 66.12   0.34262157556E-07   0.58574126554E+01   0.30922919711E+01
 66.15   0.32503137959E-07   0.58729353384E+01   0.30788837811E+01
 66.18   0.30741219348E-07   0.58886459066E+01   0.30657685625E+01
 66.21   0.28978050182E-07   0.59045374334E+01   0.30529515098E+01
 66.24   0.27215278919E-07   0.59206028314E+01   0.30404379508E+01
 66.27   0.25454497177E-07   0.59368348572E+01   0.30282333421E+01
 66.30   0.23697126039E-07   0.59532261175E+01   0.30163432637E+01
 66.33   0.21944870809E-07   0.59697690747E+01   0.30047734149E+01
 66.36   0.20199095729E-07   0.59864560536E+01   0.29935296090E+01
 66.39   0.18461335571E-07   0.60032792488E+01   0.29826177689E+01
 66.42   0.16733068264E-07   0.60202307310E+01   0.29720439217E+01
 66.45   0.15015601207E-07   0.60373024556E+01   0.29618141944E+01
 66.48   0.13310412328E-07   0.60544862699E+01   0.29519348089E+01
 66.51   0.11618809026E-07   0.60717739222E+01   0.29424120767E+01
 66.54   0.99421555433E-08   0.60891570696E+01   0.29332523952E+01
 66.57   0.82817024349E-08   0.61066272872E+01   0.29244622417E+01
 66.60   0.66387002562E-08   0.61241760773E+01   0.29160481699E+01
 66.63   0.50143427188E-08   0.61417948785E+01   0.29080168046E+01
 66.66   0.34098235346E-08   0.61594750755E+01   0.29003748375E+01
 66.69   0.18263364154E-08   0.61772080081E+01   0.28931290227E+01
 66.72   0.26496138616E-09   0.61949849815E+01   0.28862861725E+01
 66.75   0.62831853059E+01   0.62127972762E+01   0.28798531535E+01
 66.78   0.62831853044E+01   0.62306361574E+01   0.28738368822E+01
 66.81   0.62831853029E+01   0.62484928851E+01   0.28682443215E+01
 66.84   0.62831853014E+01   0.62663587243E+01   0.28630824770E+01
 66.87   0.62831853000E+01   0.10396472444E-02   0.28583583937E+01
 66.90   0.62831852986E+01   0.18897572026E-01   0.28540791526E+01
 66.93   0.62831852972E+01   0.36738529233E-01   0.28502518677E+01
 66.96   0.62831852959E+01   0.54553900070E-01   0.28468836835E+01
 66.99   0.62831852946E+01   0.72335118509E-01   0.28439817724E+01
 67.02   0.62831852933E+01   0.90073680387E-01   0.28415533325E+01
 67.05   0.62831852920E+01   0.10776115226E+00   0.28396055856E+01
 67.08   0.62831852908E+01   0.12538918002E+00   0.28381457757E+01
 67.11   0.62831852896E+01   0.14294949713E+00   0.28371811676E+01
 67.14   0.62831852884E+01   0.16043393267E+00   0.28367190461E+01
 67.17   0.62831852873E+01   0.17783441896E+00   0.28367667152E+01
 67.20   0.62831852862E+01   0.19514299877E+00   0.28373314976E+01
 67.23   0.62831852852E+01   0.21235183230E+00   0.28384207354E+01
 67.26   0.62831852842E+01   0.22945320361E+00   0.28400417896E+01
 67.29   0.62831852832E+01   0.24643952671E+00   0.28422020418E+01
 67.32   0.62831852822E+01   0.26330335122E+00   0.28449088947E+01
 67.35   0.62831852813E+01   0.28003736759E+00   0.28481697739E+01
 67.38   0.62831852805E+01   0.29663441181E+00   0.28519921297E+01
 67.41   0.62831852796E+01   0.31308746981E+00   0.28563834394E+01
 67.44   0.62831852788E+01   0.32938968123E+00   0.28613512099E+01
 67.47   0.62831852781E+01   0.34553434288E+00   0.28669029808E+01
 67.50   0.62831852773E+01   0.36151491166E+00   0.28730463275E+01
 67.53   0.62831852767E+01   0.37732500702E+00   0.28797888650E+01
 67.56   0.62831852760E+01   0.39295841306E+00   0.28871382521E+01
 67.59   0.62831852754E+01   0.40840908004E+00   0.28951021953E+01
 67.62   0.62831852748E+01   0.42367112560E+00   0.29036884537E+01
 67.65   0.62831852743E+01   0.43873883545E+00   0.29129048434E+01
 67.68   0.62831852738E+01   0.45360666370E+00   0.29227592432E+01
 67.71   0.62831852734E+01   0.46826923275E+00   0.29332595990E+01
 67.74   0.62831852729E+01   0.48272133284E+00   0.29444139300E+01
 67.77   0.62831852725E+01   0.49695792119E+00   0.29562303335E+01
 67.80   0.62831852722E+01   0.51097412080E+00   0.29687169905E+01
 67.83   0.62831852719E+01   0.52476521889E+00   0.29818821717E+01
 67.86   0.62831852716E+01   0.53832666506E+00   0.29957342422E+01
 67.89   0.62831852714E+01   0.55165406911E+00   0.30102816670E+01
 67.92   0.62831852712E+01   0.56474319864E+00   0.30255330164E+01
 67.95   0.62831852710E+01   0.57758997632E+00   0.30414969701E+01
 67.98   0.62831852709E+01   0.59019047694E+00   0.30581823217E+01
 68.01   0.62831852708E+01   0.60254092432E+00   0.30755979827E+01
 68.04   0.62831852707E+01   0.61463768788E+00   0.30937529851E+01
 68.07   0.62831852707E+01   0.62647727920E+00   0.31126564845E+01
 68.10   0.62831852707E+01   0.63805634829E+00   0.31323177608E+01
 68.13   0.62831852707E+01   0.64937167982E+00   0.31527462194E+01
 68.16   0.62831852708E+01   0.66042018917E+00   0.31739513897E+01
 68.19   0.62831852709E+01   0.67119891849E+00   0.31959429238E+01
 68.22   0.62831852710E+01   0.68170503255E+00   0.32187305923E+01
 68.25   0.62831852712E+01   0.69193581468E+00   0.32423242792E+01
 68.28   0.62831852714E+01   0.70188866262E+00   0.32667339748E+01
 68.31   0.62831852716E+01   0.71156108430E+00   0.32919697657E+01
 68.34   0.62831852719E+01   0.72095069376E+00   0.33180418239E+01
 68.37   0.62831852721E+01   0.73005520700E+00   0.33449603919E+01
 68.40   0.62831852725E+01   0.73887243789E+00   0.33727357653E+01
 68.43   0.62831852728E+01   0.74740029415E+00   0.34013782731E+01
 68.46   0.62831852731E+01   0.75563677341E+00   0.34308982534E+01
 68.49   0.62831852735E+01   0.76357995936E+00   0.34613060263E+01
 68.52   0.62831852739E+01   0.77122801797E+00   0.34926118624E+01
 68.55   0.62831852744E+01   0.77857919391E+00   0.35248259474E+01
 68.58   0.62831852748E+01   0.78563180696E+00   0.35579583419E+01
 68.61   0.62831852753E+01   0.79238424874E+00   0.35920189364E+01
 68.64   0.62831852758E+01   0.79883497943E+00   0.36270174011E+01
 68.67   0.62831852763E+01   0.80498252477E+00   0.36629631309E+01
 68.70   0.62831852769E+01   0.81082547315E+00   0.36998651838E+01
 68.73   0.62831852774E+01   0.81636247297E+00   0.37377322142E+01
 68.76   0.62831852780E+01   0.82159223007E+00   0.37765723998E+01
 68.79   0.62831852786E+01   0.82651350549E+00   0.38163933623E+01
 68.82   0.62831852792E+01   0.83112511333E+00   0.38572020814E+01
 68.85   0.62831852798E+01   0.83542591890E+00   0.38990048027E+01
 68.88   0.62831852805E+01   0.83941483700E+00   0.39418069390E+01
 68.91   0.62831852811E+01   0.84309083048E+00   0.39856129653E+01
 68.94   0.62831852818E+01   0.84645290902E+00   0.40304263072E+01
 68.97   0.62831852825E+01   0.84950012813E+00   0.40762492234E+01
 69.00   0.62831852832E+01   0.85223158835E+00   0.41230826828E+01
 69.03   0.62831852839E+01   0.85464643471E+00   0.41709262364E+01
 69.06   0.62831852846E+01   0.85674385643E+00   0.42197778840E+01
 69.09   0.62831852853E+01   0.85852308684E+00   0.42696339384E+01
 69.12   0.62831852861E+01   0.85998340353E+00   0.43204888854E+01
 69.15   0.62831852868E+01   0.86112412872E+00   0.43723352430E+01
 69.18   0.62831852876E+01   0.86194462989E+00   0.44251634199E+01
 69.21   0.62831852883E+01   0.86244432067E+00   0.44789615748E+01
 69.24   0.62831852891E+01   0.86262266184E+00   0.45337154782E+01
 69.27   0.62831852899E+01   0.86247916269E+00   0.45894083792E+01
 69.30   0.62831852906E+01   0.86201338251E+00   0.46460208777E+01
 69.33   0.62831852914E+01   0.86122493239E+00   0.47035308053E+01
 69.36   0.62831852922E+01   0.86011347709E+00   0.47619131171E+01
 69.39   0.62831852930E+01   0.85867873730E+00   0.48211397953E+01
 69.42   0.62831852937E+01   0.85692049193E+00   0.48811797691E+01
 69.45   0.62831852945E+01   0.85483858073E+00   0.49419988506E+01
 69.48   0.62831852953E+01   0.85243290703E+00   0.50035596911E+01
 69.51   0.62831852961E+01   0.84970344070E+00   0.50658217592E+01
 69.54   0.62831852969E+01   0.84665022125E+00   0.51287413419E+01
 69.57   0.62831852976E+01   0.84327336111E+00   0.51922715717E+01
 69.60   0.62831852984E+01   0.83957304913E+00   0.52563624808E+01
 69.63   0.62831852992E+01   0.83554955411E+00   0.53209610822E+01
 69.66   0.62831852999E+01   0.83120322858E+00   0.53860114811E+01
 69.69   0.62831853007E+01   0.82653451265E+00   0.54514550143E+01
 69.72   0.62831853015E+01   0.82154393802E+00   0.55172304185E+01
 69.75   0.62831853022E+01   0.81623213203E+00   0.55832740269E+01
 69.78   0.62831853029E+01   0.81059982189E+00   0.56495199925E+01
 69.81   0.62831853037E+01   0.80464783889E+00   0.57159005362E+01
 69.84   0.62831853044E+01   0.79837712280E+00   0.57823462175E+01
 69.87   0.62831853051E+01   0.79178872621E+00   0.58487862250E+01
 69.90   0.62831853058E+01   0.78488381897E+00   0.59151486834E+01
 69.93   0.62831853065E+01   0.77766369263E+00   0.59813609731E+01
 69.96   0.40543568502E-10   0.77012976491E+00   0.60473500587E+01
 69.99   0.71942451996E-09   0.76228358415E+00   0.61130428224E+01
 70.02   0.13874483784E-08   0.75412683371E+00   0.61783663970E+01
 70.05   0.20441603965E-08   0.74566133636E+00   0.62432484963E+01
 70.08   0.26892195137E-08   0.73688905862E+00   0.24432428452E-01
 70.11   0.33222278262E-08   0.72781211494E+00   0.88218634569E-01
 70.14   0.39426737430E-08   0.71843277190E+00   0.15135313874E+00
