   t         Theta F_0 0       Theta F_0 0.5       Theta F_0 1.2
 50.01   0.62831834878E+01   0.83673645970E+00   0.18280406858E+01
 50.04   0.62831835912E+01   0.84062579499E+00   0.18284844760E+01
 50.07   0.62831836947E+01   0.84420188182E+00   0.18290488767E+01
 50.10   0.62831837980E+01   0.84746374464E+00   0.18297237317E+01
 50.13   0.62831839011E+01   0.85041045346E+00   0.18304986676E+01
 50.16   0.62831840040E+01   0.85304112310E+00   0.18313630978E+01
 50.19   0.62831841065E+01   0.85535491278E+00   0.18323062275E+01
 50.22   0.62831842085E+01   0.85735102585E+00   0.18333170583E+01
 50.25   0.62831843100E+01   0.85902870976E+00   0.18343843929E+01
 50.28   0.62831844109E+01   0.86038725635E+00   0.18354968397E+01
 50.31   0.62831845111E+01   0.86142600225E+00   0.18366428175E+01
 50.34   0.62831846104E+01   0.86214432962E+00   0.18378105605E+01
 50.37   0.62831847090E+01   0.86254166703E+00   0.18389881226E+01
 50.40   0.62831848065E+01   0.86261749064E+00   0.18401633824E+01
 50.43   0.62831849031E+01   0.86237132556E+00   0.18413240476E+01
 50.46   0.62831849986E+01   0.86180274745E+00   0.18424576598E+01
 50.49   0.62831850929E+01   0.86091138434E+00   0.18435515990E+01
 50.52   0.62831851860E+01   0.85969691863E+00   0.18445930883E+01
 50.55   0.62831852778E+01   0.85815908934E+00   0.18455691986E+01
 50.58   0.61080086766E-07   0.85629769455E+00   0.18464668528E+01
 50.61   0.15012967935E-06   0.85411259402E+00   0.18472728308E+01
 50.64   0.23770839164E-06   0.85160371201E+00   0.18479737738E+01
 50.67   0.32375949388E-06   0.84877104029E+00   0.18485561889E+01
 50.70   0.40822847325E-06   0.84561464128E+00   0.18490064537E+01
 50.73   0.49106297695E-06   0.84213465145E+00   0.18493108210E+01
 50.76   0.57221303962E-06   0.83833128477E+00   0.18494554233E+01
 50.79   0.65163085594E-06   0.83420483637E+00   0.18494262777E+01
 50.82   0.72927095118E-06   0.82975568630E+00   0.18492092905E+01
 50.85   0.80509006750E-06   0.82498430348E+00   0.18487902621E+01
 50.88   0.87904727764E-06   0.81989124967E+00   0.18481548921E+01
 50.91   0.95110404175E-06   0.81447718364E+00   0.18472887842E+01
 50.94   0.10212239800E-05   0.80874286532E+00   0.18461774517E+01
 50.97   0.10893729865E-05   0.80268916017E+00   0.18448063226E+01
 51.00   0.11555193424E-05   0.79631704346E+00   0.18431607456E+01
 51.03   0.12196334893E-05   0.78962760471E+00   0.18412259955E+01
 51.06   0.12816883128E-05   0.78262205211E+00   0.18389872799E+01
 51.09   0.13416587450E-05   0.77530171698E+00   0.18364297451E+01
 51.12   0.13995221622E-05   0.76766805822E+00   0.18335384830E+01
 51.15   0.14552580438E-05   0.75972266675E+00   0.18302985383E+01
 51.18   0.15088481433E-05   0.75146726994E+00   0.18266949158E+01
 51.21   0.15602764307E-05   0.74290373592E+00   0.18227125886E+01
 51.24   0.16095290931E-05   0.73403407795E+00   0.18183365061E+01
 51.27   0.16565943071E-05   0.72486045856E+00   0.18135516034E+01
 51.30   0.17014626934E-05   0.71538519368E+00   0.18083428102E+01
 51.33   0.17441266920E-05   0.70561075665E+00   0.18026950616E+01
 51.36   0.17845810163E-05   0.69553978201E+00   0.17965933082E+01
 51.39   0.18228223695E-05   0.68517506924E+00   0.17900225279E+01
 51.42   0.18588496147E-05   0.67451958621E+00   0.17829677382E+01
 51.45   0.18926634908E-05   0.66357647252E+00   0.17754140089E+01
 51.48   0.19242667264E-05   0.65234904253E+00   0.17673464762E+01
 51.51   0.19536640963E-05   0.64084078828E+00   0.17587503575E+01
 51.54   0.19808621943E-05   0.62905538199E+00   0.17496109673E+01
 51.57   0.20058695469E-05   0.61699667843E+00   0.17399137336E+01
 51.60   0.20286964997E-05   0.60466871691E+00   0.17296442162E+01
 51.63   0.20493552739E-05   0.59207572298E+00   0.17187881254E+01
 51.66   0.20678596826E-05   0.57922210978E+00   0.17073313424E+01
 51.69   0.20842254713E-05   0.56611247910E+00   0.16952599409E+01
 51.72   0.20984699773E-05   0.55275162203E+00   0.16825602093E+01
 51.75   0.21106121864E-05   0.53914451922E+00   0.16692186754E+01
 51.78   0.21206727325E-05   0.52529634077E+00   0.16552221313E+01
 51.81   0.21286737280E-05   0.51121244577E+00   0.16405576607E+01
 51.84   0.21346389332E-05   0.49689838128E+00   0.16252126670E+01
 51.87   0.21385934730E-05   0.48235988108E+00   0.16091749031E+01
 51.90   0.21405639501E-05   0.46760286377E+00   0.15924325030E+01
 51.93   0.21405783883E-05   0.45263343066E+00   0.15749740141E+01
 51.96   0.21386660620E-05   0.43745786298E+00   0.15567884321E+01
 51.99   0.21348576666E-05   0.42208261886E+00   0.15378652365E+01
 52.02   0.21291849777E-05   0.40651432967E+00   0.15181944279E+01
 52.05   0.21216811348E-05   0.39075979605E+00   0.14977665672E+01
 52.08   0.21123803009E-05   0.37482598342E+00   0.14765728152E+01
 52.11   0.21013178895E-05   0.35872001704E+00   0.14546049743E+01
 52.14   0.20885301666E-05   0.34244917672E+00   0.14318555313E+01
 52.17   0.20740546489E-05   0.32602089096E+00   0.14083177010E+01
 52.20   0.20579295921E-05   0.30944273081E+00   0.13839854713E+01
 52.23   0.20401942749E-05   0.29272240323E+00   0.13588536482E+01
 52.26   0.20208887719E-05   0.27586774412E+00   0.13329179027E+01
 52.29   0.20000541241E-05   0.25888671093E+00   0.13061748169E+01
 52.32   0.19777318840E-05   0.24178737496E+00   0.12786219308E+01
 52.35   0.19539645706E-05   0.22457791329E+00   0.12502577893E+01
 52.38   0.19287951574E-05   0.20726660043E+00   0.12210819881E+01
 52.41   0.19022673570E-05   0.18986179963E+00   0.11910952194E+01
 52.44   0.18744254504E-05   0.17237195403E+00   0.11602993160E+01
 52.47   0.18453142303E-05   0.15480557747E+00   0.11286972944E+01
 52.50   0.18149788872E-05   0.13717124515E+00   0.10962933959E+01
 52.53   0.17834650663E-05   0.11947758412E+00   0.10630931246E+01
 52.56   0.17508188108E-05   0.10173326364E+00   0.10291032838E+01
 52.59   0.17170865618E-05   0.83946985350E-01   0.99433200808E+00
 52.62   0.16823148741E-05   0.66127473477E-01   0.95878879191E+00
 52.65   0.16465507002E-05   0.48283464923E-01   0.92248451409E+00
 52.68   0.16098411066E-05   0.30423699363E-01   0.88543145719E+00
 52.71   0.15722332734E-05   0.12556909372E-01   0.84764332166E+00
 52.74   0.15337745509E-05   0.62778771178E+01   0.80913523421E+00
 52.77   0.14945123468E-05   0.62600223992E+01   0.76992374985E+00
 52.80   0.14544940115E-05   0.62421867137E+01   0.73002684718E+00
 52.83   0.14137668387E-05   0.62243786681E+01   0.68946391661E+00
 52.86   0.13723782359E-05   0.62066068147E+01   0.64825574101E+00
 52.89   0.13303753263E-05   0.61888796415E+01   0.60642446865E+00
 52.92   0.12878051194E-05   0.61712055637E+01   0.56399357802E+00
 52.95   0.12447144542E-05   0.61535929154E+01   0.52098783450E+00
 52.98   0.12011498853E-05   0.61360499409E+01   0.47743323879E+00
 53.01   0.11571577403E-05   0.61185847871E+01   0.43335696699E+00
 53.04   0.11127840622E-05   0.61012054961E+01   0.38878730257E+00
 53.07   0.10680744396E-05   0.60839199975E+01   0.34375356034E+00
 53.10   0.10230742333E-05   0.60667361023E+01   0.29828600276E+00
 53.13   0.97782823616E-06   0.60496614957E+01   0.25241574894E+00
 53.16   0.93238089960E-06   0.60327037319E+01   0.20617467690E+00
 53.19   0.88677616361E-06   0.60158702281E+01   0.15959531963E+00
 53.22   0.84105734288E-06   0.59991682595E+01   0.11271075564E+00
 53.25   0.79526735419E-06   0.59826049545E+01   0.65554494808E-01
 53.28   0.74944854589E-06   0.59661872909E+01   0.18160360300E-01
 53.31   0.70364247051E-06   0.59499220918E+01   0.62537476747E+01
 53.34   0.65789016901E-06   0.59338160223E+01   0.62059799085E+01
 53.37   0.61223211389E-06   0.59178755869E+01   0.61580763985E+01
 53.40   0.56670786819E-06   0.59021071269E+01   0.61100709956E+01
 53.43   0.52135648332E-06   0.58865168187E+01   0.60619972488E+01
 53.46   0.47621615806E-06   0.58711106720E+01   0.60138882839E+01
 53.49   0.43132429539E-06   0.58558945291E+01   0.59657766856E+01
 53.52   0.38671767300E-06   0.58408740641E+01   0.59176943837E+01
 53.55   0.34243204539E-06   0.58260547825E+01   0.58696725433E+01
 53.58   0.29850254180E-06   0.58114420217E+01   0.58217414619E+01
 53.61   0.25496338196E-06   0.57970409516E+01   0.57739304719E+01
 53.64   0.21184776244E-06   0.57828565751E+01   0.57262678510E+01
 53.67   0.16918825452E-06   0.57688937298E+01   0.56787807392E+01
 53.70   0.12701634944E-06   0.57551570894E+01   0.56314950653E+01
 53.73   0.85362742652E-07   0.57416511659E+01   0.55844354808E+01
 53.76   0.44257106424E-07   0.57283803115E+01   0.55376253028E+01
 53.79   0.37282035237E-08   0.57153487212E+01   0.54910864661E+01
 53.82   0.62831852710E+01   0.57025604358E+01   0.54448394841E+01
 53.85   0.62831852317E+01   0.56900193444E+01   0.53989034180E+01
 53.88   0.62831851931E+01   0.56777291881E+01   0.53532958558E+01
 53.91   0.62831851551E+01   0.56656935632E+01   0.53080328988E+01
 53.94   0.62831851179E+01   0.56539159247E+01   0.52631291570E+01
 53.97   0.62831850813E+01   0.56423995899E+01   0.52185977520E+01
 54.00   0.62831850456E+01   0.56311477426E+01   0.51744503269E+01
 54.03   0.62831850106E+01   0.56201634367E+01   0.51306970644E+01
 54.06   0.62831849764E+01   0.56094496003E+01   0.50873467096E+01
 54.09   0.62831849430E+01   0.55990090399E+01   0.50444066002E+01
 54.12   0.62831849104E+01   0.55888444444E+01   0.50018827007E+01
 54.15   0.62831848787E+01   0.55789583894E+01   0.49597796423E+01
 54.18   0.62831848478E+01   0.55693533412E+01   0.49181007663E+01
 54.21   0.62831848179E+01   0.55600316609E+01   0.48768481714E+01
 54.24   0.62831847888E+01   0.55509956087E+01   0.48360227639E+01
 54.27   0.62831847606E+01   0.55422473481E+01   0.47956243100E+01
 54.30   0.62831847333E+01   0.55337889492E+01   0.47556514907E+01
 54.33   0.62831847070E+01   0.55256223937E+01   0.47161019577E+01
 54.36   0.62831846816E+01   0.55177495777E+01   0.46769723902E+01
 54.39   0.62831846571E+01   0.55101723161E+01   0.46382585523E+01
 54.42   0.62831846336E+01   0.55028923460E+01   0.45999553508E+01
 54.45   0.62831846110E+01   0.54959113300E+01   0.45620568925E+01
 54.48   0.62831845894E+01   0.54892308599E+01   0.45245565408E+01
 54.51   0.62831845688E+01   0.54828524596E+01   0.44874469719E+01
 54.54   0.62831845491E+01   0.54767775879E+01   0.44507202294E+01
 54.57   0.62831845305E+01   0.54710076420E+01   0.44143677779E+01
 54.60   0.62831845128E+01   0.54655439594E+01   0.43783805547E+01
 54.63   0.62831844961E+01   0.54603878208E+01   0.43427490205E+01
 54.66   0.62831844803E+01   0.54555404524E+01   0.43074632072E+01
 54.69   0.62831844656E+01   0.54510030277E+01   0.42725127648E+01
 54.72   0.62831844518E+01   0.54467766692E+01   0.42378870057E+01
 54.75   0.62831844390E+01   0.54428624506E+01   0.42035749471E+01
 54.78   0.62831844272E+01   0.54392613977E+01   0.41695653512E+01
 54.81   0.62831844164E+01   0.54359744898E+01   0.41358467635E+01
 54.84   0.62831844065E+01   0.54330026605E+01   0.41024075488E+01
 54.87   0.62831843975E+01   0.54303467986E+01   0.40692359248E+01
 54.90   0.62831843896E+01   0.54280077484E+01   0.40363199947E+01
 54.93   0.62831843825E+01   0.54259863101E+01   0.40036477762E+01
 54.96   0.62831843764E+01   0.54242832399E+01   0.39712072300E+01
 54.99   0.62831843713E+01   0.54228992495E+01   0.39389862854E+01
 55.02   0.62831843670E+01   0.54218350060E+01   0.39069728647E+01
 55.05   0.62831843637E+01   0.54210911308E+01   0.38751549054E+01
 55.08   0.62831843613E+01   0.54206681992E+01   0.38435203809E+01
 55.11   0.62831843597E+01   0.54205667389E+01   0.38120573197E+01
 55.14   0.62831843590E+01   0.54207872288E+01   0.37807538228E+01
 55.17   0.62831843592E+01   0.54213300974E+01   0.37495980802E+01
 55.20   0.62831843603E+01   0.54221957209E+01   0.37185783856E+01
 55.23   0.62831843621E+01   0.54233844214E+01   0.36876831501E+01
 55.26   0.62831843648E+01   0.54248964645E+01   0.36569009145E+01
 55.29   0.62831843684E+01   0.54267320570E+01   0.36262203613E+01
 55.32   0.62831843727E+01   0.54288913442E+01   0.35956303246E+01
 55.35   0.62831843777E+01   0.54313744070E+01   0.35651198004E+01
 55.38   0.62831843836E+01   0.54341812594E+01   0.35346779552E+01
 55.41   0.62831843901E+01   0.54373118446E+01   0.35042941342E+01
 55.44   0.62831843975E+01   0.54407660322E+01   0.34739578694E+01
 55.47   0.62831844055E+01   0.54445436146E+01   0.34436588863E+01
 55.50   0.62831844142E+01   0.54486443034E+01   0.34133871109E+01
 55.53   0.62831844236E+01   0.54530677254E+01   0.33831326762E+01
 55.56   0.62831844336E+01   0.54578134189E+01   0.33528859282E+01
 55.59   0.62831844443E+01   0.54628808299E+01   0.33226374322E+01
 55.62   0.62831844556E+01   0.54682693074E+01   0.32923779782E+01
 55.65   0.62831844674E+01   0.54739780998E+01   0.32620985871E+01
 55.68   0.62831844799E+01   0.54800063503E+01   0.32317905167E+01
 55.71   0.62831844929E+01   0.54863530924E+01   0.32014452673E+01
 55.74   0.62831845065E+01   0.54930172461E+01   0.31710545878E+01
 55.77   0.62831845206E+01   0.54999976127E+01   0.31406104825E+01
 55.80   0.62831845351E+01   0.55072928709E+01   0.31101052173E+01
 55.83   0.62831845502E+01   0.55149015723E+01   0.30795313265E+01
 55.86   0.62831845657E+01   0.55228221366E+01   0.30488816205E+01
 55.89   0.62831845816E+01   0.55310528475E+01   0.30181491930E+01
 55.92   0.62831845980E+01   0.55395918483E+01   0.29873274295E+01
 55.95   0.62831846147E+01   0.55484371376E+01   0.29564100156E+01
 55.98   0.62831846318E+01   0.55575865648E+01   0.29253909463E+01
 56.01   0.62831846493E+01   0.55670378264E+01   0.28942645356E+01
 56.04   0.62831846671E+01   0.55767884618E+01   0.28630254265E+01
 56.07   0.62831846852E+01   0.55868358496E+01   0.28316686023E+01
 56.10   0.62831847036E+01   0.55971772035E+01   0.28001893975E+01
 56.13   0.62831847223E+01   0.56078095692E+01   0.27685835099E+01
 56.16   0.62831847412E+01   0.56187298211E+01   0.27368470133E+01
 56.19   0.62831847603E+01   0.56299346587E+01   0.27049763707E+01
 56.22   0.62831847797E+01   0.56414206044E+01   0.26729684479E+01
 56.25   0.62831847992E+01   0.56531840005E+01   0.26408205279E+01
 56.28   0.62831848189E+01   0.56652210068E+01   0.26085303258E+01
 56.31   0.62831848387E+01   0.56775275988E+01   0.25760960043E+01
 56.34   0.62831848587E+01   0.56900995659E+01   0.25435161892E+01
 56.37   0.62831848787E+01   0.57029325101E+01   0.25107899861E+01
 56.40   0.62831848989E+01   0.57160218446E+01   0.24779169965E+01
 56.43   0.62831849191E+01   0.57293627935E+01   0.24448973353E+01
 56.46   0.62831849393E+01   0.57429503912E+01   0.24117316475E+01
 56.49   0.62831849596E+01   0.57567794829E+01   0.23784211255E+01
 56.52   0.62831849799E+01   0.57708447245E+01   0.23449675266E+01
 56.55   0.62831850002E+01   0.57851405840E+01   0.23113731903E+01
 56.58   0.62831850205E+01   0.57996613423E+01   0.22776410551E+01
 56.61   0.62831850407E+01   0.58144010957E+01   0.22437746755E+01
 56.64   0.62831850608E+01   0.58293537573E+01   0.22097782384E+01
 56.67   0.62831850809E+01   0.58445130602E+01   0.21756565788E+01
 56.70   0.62831851009E+01   0.58598725602E+01   0.21414151951E+01
 56.73   0.62831851207E+01   0.58754256397E+01   0.21070602635E+01
 56.76   0.62831851404E+01   0.58911655115E+01   0.20725986510E+01
 56.79   0.62831851600E+01   0.59070852232E+01   0.20380379279E+01
 56.82   0.62831851794E+01   0.59231776620E+01   0.20033863785E+01
 56.85   0.62831851987E+01   0.59394355603E+01   0.19686530105E+01
 56.88   0.62831852177E+01   0.59558515014E+01   0.19338475628E+01
 56.91   0.62831852366E+01   0.59724179252E+01   0.18989805115E+01
 56.94   0.62831852552E+01   0.59891271356E+01   0.18640630736E+01
 56.97   0.62831852736E+01   0.60059713066E+01   0.18291072089E+01
 57.00   0.62831852917E+01   0.60229424903E+01   0.17941256196E+01
 57.03   0.24470097060E-08   0.60400326242E+01   0.17591317476E+01
 57.06   0.20066366346E-07   0.60572335394E+01   0.17241397683E+01
 57.09   0.37403381725E-07   0.60745369689E+01   0.16891645831E+01
 57.12   0.54446687159E-07   0.60919345563E+01   0.16542218080E+01
 57.15   0.71185311867E-07   0.61094178644E+01   0.16193277598E+01
 57.18   0.87608796662E-07   0.61269783848E+01   0.15844994390E+01
 57.21   0.10370713710E-06   0.61446075469E+01   0.15497545097E+01
 57.24   0.11947061296E-06   0.61622967274E+01   0.15151112769E+01
 57.27   0.13489012929E-06   0.61800372602E+01   0.14805886597E+01
 57.30   0.14995693220E-06   0.61978204459E+01   0.14462061623E+01
 57.33   0.16466277941E-06   0.62156375617E+01   0.14119838413E+01
 57.36   0.17899988336E-06   0.62334798714E+01   0.13779422703E+01
 57.39   0.19296079756E-06   0.62513386352E+01   0.13441025013E+01
 57.42   0.20653858712E-06   0.62692051198E+01   0.13104860235E+01
 57.45   0.21972688558E-06   0.38853005095E-02   0.12771147190E+01
 57.48   0.23251961068E-06   0.21741100345E-01   0.12440108164E+01
 57.51   0.24491113493E-06   0.39578556150E-01   0.12111968413E+01
 57.54   0.25689639926E-06   0.57389056928E-01   0.11786955654E+01
 57.57   0.26847068568E-06   0.75164045912E-01   0.11465299533E+01
 57.60   0.27962973093E-06   0.92895029629E-01   0.11147231069E+01
 57.63   0.29036966964E-06   0.11057358672E+00   0.10832982096E+01
 57.66   0.30068726176E-06   0.12819137647E+00   0.10522784679E+01
 57.69   0.31057938088E-06   0.14574014709E+00   0.10216870533E+01
 57.72   0.32004363959E-06   0.16321174360E+00   0.99154704249E+00
 57.75   0.32907793468E-06   0.18059811544E+00   0.96188135798E+00
 57.78   0.33768050400E-06   0.19789132367E+00   0.93271270811E+00
 57.81   0.34585009701E-06   0.21508354779E+00   0.90406352761E+00
 57.84   0.35358591788E-06   0.23216709217E+00   0.87595591856E+00
 57.87   0.36088745503E-06   0.24913439210E+00   0.84841159216E+00
 57.90   0.36775470846E-06   0.26597801928E+00   0.82145181162E+00
 57.93   0.37418796239E-06   0.28269068704E+00   0.79509733635E+00
 57.96   0.38018789894E-06   0.29926525503E+00   0.76936836775E+00
 57.99   0.38575571182E-06   0.31569473340E+00   0.74428449687E+00
 58.02   0.39089282211E-06   0.33197228663E+00   0.71986465405E+00
 58.05   0.39560104881E-06   0.34809123687E+00   0.69612706082E+00
 58.08   0.39988266565E-06   0.36404506675E+00   0.67308918419E+00
 58.11   0.40374011689E-06   0.37982742186E+00   0.65076769354E+00
 58.14   0.40717635841E-06   0.39543211267E+00   0.62917842008E+00
 58.17   0.41019457342E-06   0.41085311605E+00   0.60833631926E+00
 58.20   0.41279834306E-06   0.42608457640E+00   0.58825543588E+00
 58.23   0.41499158954E-06   0.44112080624E+00   0.56894887226E+00
 58.26   0.41677840557E-06   0.45595628652E+00   0.55042875933E+00
 58.29   0.41816333862E-06   0.47058566644E+00   0.53270623066E+00
 58.32   0.41915110671E-06   0.48500376292E+00   0.51579139962E+00
 58.35   0.41974682574E-06   0.49920555967E+00   0.49969333933E+00
 58.38   0.41995589584E-06   0.51318620599E+00   0.48442006572E+00
 58.41   0.41978383081E-06   0.52694101509E+00   0.46997852338E+00
 58.44   0.41923654237E-06   0.54046546227E+00   0.45637457425E+00
 58.47   0.41832016962E-06   0.55375518265E+00   0.44361298914E+00
 58.50   0.41704102216E-06   0.56680596872E+00   0.43169744184E+00
 58.53   0.41540575069E-06   0.57961376759E+00   0.42063050589E+00
 58.56   0.41342111956E-06   0.59217467803E+00   0.41041365383E+00
 58.59   0.41109417737E-06   0.60448494727E+00   0.40104725880E+00
 58.62   0.40843220006E-06   0.61654096766E+00   0.39253059855E+00
 58.65   0.40544252045E-06   0.62833927306E+00   0.38486186154E+00
 58.68   0.40213281238E-06   0.63987653521E+00   0.37803815516E+00
 58.71   0.39851080658E-06   0.65114955986E+00   0.37205551601E+00
 58.74   0.39458446111E-06   0.66215528289E+00   0.36690892193E+00
 58.77   0.39036190458E-06   0.67289076625E+00   0.36259230600E+00
 58.80   0.38585137929E-06   0.68335319387E+00   0.35909857206E+00
 58.83   0.38106124123E-06   0.69353986762E+00   0.35641961196E+00
 58.86   0.37599996006E-06   0.70344820304E+00   0.35454632427E+00
 58.89   0.37067623282E-06   0.71307572527E+00   0.35346863444E+00
 58.92   0.36509875656E-06   0.72242006489E+00   0.35317551629E+00
 58.95   0.35927634201E-06   0.73147895373E+00   0.35365501480E+00
 58.98   0.35321791358E-06   0.74025022091E+00   0.35489427012E+00
 59.01   0.34693245254E-06   0.74873178874E+00   0.35687954265E+00
 59.04   0.34042905384E-06   0.75692166882E+00   0.35959623923E+00
 59.07   0.33371681241E-06   0.76481795819E+00   0.36302894037E+00
 59.10   0.32680493689E-06   0.77241883561E+00   0.36716142832E+00
 59.13   0.31970257908E-06   0.77972255794E+00   0.37197671615E+00
 59.16   0.31241900444E-06   0.78672745666E+00   0.37745707751E+00
 59.19   0.30496353531E-06   0.79343193449E+00   0.38358407732E+00
 59.22   0.29734543716E-06   0.79983446228E+00   0.39033860301E+00
 59.25   0.28957403231E-06   0.80593357593E+00   0.39770089648E+00
 59.28   0.28165852939E-06   0.81172787358E+00   0.40565058670E+00
 59.31   0.27360830757E-06   0.81721601293E+00   0.41416672271E+00
 59.34   0.26543251863E-06   0.82239670879E+00   0.42322780718E+00
 59.37   0.25714054175E-06   0.82726873077E+00   0.43281183034E+00
 59.40   0.24874152871E-06   0.83183090126E+00   0.44289630423E+00
 59.43   0.24024457446E-06   0.83608209357E+00   0.45345829723E+00
 59.46   0.23165888763E-06   0.84002123022E+00   0.46447446876E+00
 59.49   0.22299350633E-06   0.84364728163E+00   0.47592110408E+00
 59.52   0.21425741181E-06   0.84695926484E+00   0.48777414918E+00
 59.55   0.20545947166E-06   0.84995624257E+00   0.50000924555E+00
 59.58   0.19660866712E-06   0.85263732248E+00   0.51260176493E+00
 59.61   0.18771363841E-06   0.85500165666E+00   0.52552684370E+00
 59.64   0.17878308256E-06   0.85704844137E+00   0.53875941716E+00
 59.67   0.16982558293E-06   0.85877691695E+00   0.55227425327E+00
 59.70   0.16084960919E-06   0.86018636808E+00   0.56604598609E+00
 59.73   0.15186351732E-06   0.86127612415E+00   0.58004914849E+00
 59.76   0.14287549277E-06   0.86204555994E+00   0.59425820445E+00
 59.79   0.13389377784E-06   0.86249409648E+00   0.60864758047E+00
 59.82   0.12492621693E-06   0.86262120220E+00   0.62319169630E+00
 59.85   0.11598076810E-06   0.86242639426E+00   0.63786499481E+00
 59.88   0.10706510523E-06   0.86190924007E+00   0.65264197087E+00
 59.91   0.98186845321E-07   0.86106935913E+00   0.66749719933E+00
 59.94   0.89353378030E-07   0.85990642496E+00   0.68240536186E+00
 59.97   0.80571979311E-07   0.85842016736E+00   0.69734127274E+00
 60.00   0.71849811434E-07   0.85661037475E+00   0.71227990345E+00
 60.03   0.63193809297E-07   0.85447689683E+00   0.72719640612E+00
 60.06   0.54610737266E-07   0.85201964733E+00   0.74206613566E+00
 60.09   0.46107302865E-07   0.84923860698E+00   0.75686467071E+00
 60.12   0.37689929400E-07   0.84613382668E+00   0.77156783330E+00
 60.15   0.29364869647E-07   0.84270543082E+00   0.78615170713E+00
 60.18   0.21138262696E-07   0.83895362071E+00   0.80059265467E+00
 60.21   0.13016020262E-07   0.83487867825E+00   0.81486733287E+00
 60.24   0.50038835298E-08   0.83048096966E+00   0.82895270768E+00
 60.27   0.62831853043E+01   0.82576094936E+00   0.84282606721E+00
 60.30   0.62831852965E+01   0.82071916401E+00   0.85646503375E+00
 60.33   0.62831852889E+01   0.81535625657E+00   0.86984757452E+00
 60.36   0.62831852813E+01   0.80967297054E+00   0.88295201128E+00
 60.39   0.62831852740E+01   0.80367015420E+00   0.89575702887E+00
 60.42   0.62831852667E+01   0.79734876499E+00   0.90824168263E+00
 60.45   0.62831852596E+01   0.79070987387E+00   0.92038540488E+00
 60.48   0.62831852527E+01   0.78375466979E+00   0.93216801046E+00
 60.51   0.62831852459E+01   0.77648446409E+00   0.94356970138E+00
 60.54   0.62831852392E+01   0.76890069499E+00   0.95457107070E+00
 60.57   0.62831852328E+01   0.76100493205E+00   0.96515310577E+00
 60.60   0.62831852265E+01   0.75279888054E+00   0.97529719073E+00
 60.63   0.62831852203E+01   0.74428438582E+00   0.98498510856E+00
 60.66   0.62831852143E+01   0.73546343770E+00   0.99419904265E+00
 60.69   0.62831852085E+01   0.72633817460E+00   0.10029215780E+01
 60.72   0.62831852029E+01   0.71691088768E+00   0.10111357022E+01
 60.75   0.62831851975E+01   0.70718402488E+00   0.10188248059E+01
 60.78   0.62831851922E+01   0.69716019479E+00   0.10259726840E+01
 60.81   0.62831851871E+01   0.68684217028E+00   0.10325635357E+01
 60.84   0.62831851822E+01   0.67623289214E+00   0.10385819656E+01
 60.87   0.62831851775E+01   0.66533547233E+00   0.10440129842E+01
 60.90   0.62831851730E+01   0.65415319713E+00   0.10488420095E+01
 60.93   0.62831851686E+01   0.64268953002E+00   0.10530548681E+01
 60.96   0.62831851645E+01   0.63094811431E+00   0.10566377971E+01
 60.99   0.62831851605E+01   0.61893277550E+00   0.10595774463E+01
 61.02   0.62831851568E+01   0.60664752330E+00   0.10618608817E+01
 61.05   0.62831851532E+01   0.59409655343E+00   0.10634755881E+01
 61.08   0.62831851498E+01   0.58128424903E+00   0.10644094741E+01
 61.11   0.62831851466E+01   0.56821518173E+00   0.10646508765E+01
 61.14   0.62831851436E+01   0.55489411235E+00   0.10641885664E+01
 61.17   0.62831851408E+01   0.54132599129E+00   0.10630117556E+01
 61.20   0.62831851382E+01   0.52751595844E+00   0.10611101042E+01
 61.23   0.62831851358E+01   0.51346934276E+00   0.10584737289E+01
 61.26   0.62831851336E+01   0.49919166141E+00   0.10550932126E+01
 61.29   0.62831851315E+01   0.48468861843E+00   0.10509596147E+01
 61.32   0.62831851297E+01   0.46996610310E+00   0.10460644822E+01
 61.35   0.62831851280E+01   0.45503018770E+00   0.10403998626E+01
 61.38   0.62831851265E+01   0.43988712494E+00   0.10339583170E+01
 61.41   0.62831851252E+01   0.42454334494E+00   0.10267329344E+01
 61.44   0.62831851241E+01   0.40900545166E+00   0.10187173476E+01
 61.47   0.62831851232E+01   0.39328021901E+00   0.10099057491E+01
 61.50   0.62831851224E+01   0.37737458640E+00   0.10002929085E+01
 61.53   0.62831851219E+01   0.36129565394E+00   0.98987419091E+00
 61.56   0.62831851215E+01   0.34505067712E+00   0.97864557570E+00
 61.59   0.62831851212E+01   0.32864706109E+00   0.96660367636E+00
 61.62   0.62831851212E+01   0.31209235456E+00   0.95374576087E+00
 61.65   0.62831851213E+01   0.29539424326E+00   0.94006977269E+00
 61.68   0.62831851216E+01   0.27856054295E+00   0.92557435221E+00
 61.71   0.62831851220E+01   0.26159919219E+00   0.91025885850E+00
 61.74   0.62831851226E+01   0.24451824460E+00   0.89412339130E+00
 61.77   0.62831851234E+01   0.22732586091E+00   0.87716881303E+00
 61.80   0.62831851243E+01   0.21003030061E+00   0.85939677074E+00
 61.83   0.62831851254E+01   0.19263991338E+00   0.84080971768E+00
 61.86   0.62831851266E+01   0.17516313017E+00   0.82141093451E+00
 61.89   0.62831851279E+01   0.15760845413E+00   0.80120454973E+00
 61.92   0.62831851294E+01   0.13998445126E+00   0.78019555929E+00
 61.95   0.62831851311E+01   0.12229974096E+00   0.75838984505E+00
